date,net_pnl,transaction_cost,portfolio_value,invested_weight,cash_weight,corr_scale,regime,stop_active,in_regime,n_long,leader,daily_return
2017-03-22,622.099706960676,12.289492044862746,107177.7938270184,1.5,0.0,1.0,Normal,False,True,4,QQQ,0.005838258688078631
2017-03-23,-260.95460214565503,2.5696806569778046,106916.83922487275,1.5,0.0,1.0,Normal,False,True,4,QQQ,-0.0024347823632834575
2017-03-24,17.33062944845289,48.112577651192744,106934.1698543212,1.0499999999999998,0.0,0.7,Caution,False,True,4,QQQ,0.00016209447991632318
2017-03-27,-85.31432361351835,1.874624528474371,106848.85553070767,1.0499999999999998,0.0,0.7,Caution,False,True,4,QQQ,-0.0007978209746215261
2017-03-28,509.9788196586655,0.11490444542824191,107358.83435036633,1.0499999999999998,0.0,0.7,Caution,False,True,4,QQQ,0.004772899224101664
2017-03-29,180.97541149436336,0.6449127695748722,107539.8097618607,1.0499999999999998,0.0,0.7,Caution,False,True,4,QQQ,0.0016857058162884741
2017-03-30,94.51589746857397,6.091015526524474,107634.32565932928,1.0499999999999998,0.0,0.7,Caution,False,True,4,QQQ,0.000878892176561152
2017-03-31,-97.28625751886341,1.9013849316075335,107537.03940181041,1.0499999999999998,0.0,0.7,Caution,False,True,4,QQQ,-0.0009038590331004788
2017-04-03,-116.43229772186804,0.4573253191885565,107420.60710408854,1.05,0.0,0.7,Caution,False,True,4,QQQ,-0.0010827180882934729
2017-04-04,34.90313753227696,0.2612028238132054,107455.51024162082,1.0499999999999998,0.0,0.7,Caution,False,True,4,QQQ,0.0003249203153214027
2017-04-05,-226.26591219980202,0.3311903246420695,107229.24432942102,1.0499999999999998,0.0,0.7,Caution,False,True,4,QQQ,-0.0021056706323484774
2017-04-06,108.38441670522617,2.218351595782294,107337.62874612625,1.05,0.0,0.7,Caution,False,True,4,USMV,0.0010107729228442225
2017-04-07,-51.62722905486734,0.5096258356898419,107286.00151707139,1.05,0.0,0.7,Caution,False,True,4,USMV,-0.0004809797799518702
