date,net_pnl,transaction_cost,portfolio_value,invested_weight,cash_weight,regime_scale,stop_active,n_held,holdings,daily_return
2016-02-26,0.0,0.0,99972.84453496264,0.0,1.0,1.0,False,0,,0.0
2016-02-29,27.155465037353874,0.0,100000.0,0.0,1.0,1.0,False,0,,0.0002716284123320811
2016-03-01,0.0,0.0,100000.0,0.0,1.0,1.0,False,0,,0.0
2016-03-02,-27.155465037354,0.0,99972.84453496264,0.0,1.0,1.0,False,0,,-0.00027155465037354
2016-03-03,27.155465037353874,0.0,100000.0,0.0,1.0,1.0,False,0,,0.0002716284123320811
2016-03-04,0.0,0.0,100000.0,0.0,1.0,1.0,False,0,,0.0
2016-03-07,0.0,0.0,100000.0,0.0,1.0,1.0,False,0,,0.0
2016-03-08,-27.155465037354,0.0,99972.84453496264,0.0,1.0,1.0,False,0,,-0.00027155465037354
2016-03-09,27.155465037353874,0.0,100000.0,0.0,1.0,1.0,False,0,,0.0002716284123320811
2016-03-10,0.0,0.0,100000.0,0.0,1.0,1.0,False,0,,0.0
2016-03-11,-27.155465037354,0.0,99972.84453496264,0.0,1.0,1.0,False,0,,-0.00027155465037354
2016-03-14,0.0,0.0,99972.84453496264,0.0,1.0,1.0,False,0,,0.0
2016-03-15,0.0,0.0,99972.84453496264,0.0,1.0,1.0,False,0,,0.0
2016-03-16,27.155465037353874,0.0,100000.0,0.0,1.0,1.0,False,0,,0.0002716284123320811
2016-03-17,-27.155465037354,0.0,99972.84453496264,0.0,1.0,1.0,False,0,,-0.00027155465037354
2016-03-18,0.0,0.0,99972.84453496264,0.0,1.0,1.0,False,0,,0.0
2016-03-21,27.155465037353874,0.0,100000.0,0.0,1.0,1.0,False,0,,0.0002716284123320811
2016-03-22,-13.577732518677,0.0,99986.42226748132,0.0,1.0,1.0,False,0,,-0.00013577732518677
2016-03-23,-13.577732518674651,0.0,99972.84453496264,0.0,1.0,1.0,False,0,,-0.00013579576317224173
2016-03-24,27.155465037353874,0.0,100000.0,0.0,1.0,1.0,False,0,,0.0002716284123320811
2016-03-28,0.0,0.0,100000.0,0.0,1.0,1.0,False,0,,0.0
2016-03-29,0.0,0.0,100000.0,0.0,1.0,1.0,False,0,,0.0
2016-03-30,0.0,0.0,100000.0,0.0,1.0,1.0,False,0,,0.0
2016-03-31,0.0,0.0,100000.0,0.0,1.0,1.0,False,0,,0.0
2016-04-01,0.0,0.0,100000.0,0.0,1.0,1.0,False,0,,0.0
2016-04-04,0.0,0.0,100000.0,0.0,1.0,1.0,False,0,,0.0
2016-04-05,13.577732518665897,0.0,100013.57773251866,0.0,1.0,1.0,False,0,,0.00013577732518665897
2016-04-06,0.0,0.0,100013.57773251866,0.0,1.0,1.0,False,0,,0.0
2016-04-07,-13.577732518654807,0.0,100000.00000000001,0.0,1.0,1.0,False,0,,-0.00013575889220729387
2016-04-08,13.577732518665899,0.0,100013.57773251868,0.0,1.0,1.0,False,0,,0.00013577732518665897
